第一申请人,第一申请人地区,第一申请人城市,first_year,last_year,quantum_patent_count,quantum_score_sum,quantum_score_mean,main_categories,chain_positions,matched_terms,high_related_count,medium_related_count,low_related_count,timefreq_candidate_count,first_applicant_types,main_chain_position,main_quantum_category,firm_relevance
西南交通大学,中国,成都,2024,2025,4,31,7.75,量子传感；量子基础概念；量子计算,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选,量子叠加；量子态；量子测量；量子线路；量子计算；频率标准,1,1,1,1,学校,量子计算系统,量子传感,核心量子企业
西南交通大学,中国,成都市,2021,2022,2,8,4.0,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,MOT；频率标准,0,1,0,1,学校,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
西南大学,中国,重庆,2024,2025,3,33,11.0,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,QKD；量子密钥；量子密钥分发；量子态；量子比特；量子电路；量子通信,2,0,1,0,学校,量子通信与安全,量子通信与安全,核心量子企业
西南大学,中国,重庆市,2021,2023,6,71,11.833333333333334,量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,量子信息；量子密钥；量子密钥分发；量子密钥分配；量子态；量子比特；量子纠缠；量子网络；量子计算；量子通信,4,1,1,0,学校,量子通信与安全,量子通信与安全,核心量子企业
西南技术物理研究所,中国,成都市,2022,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,量子纠缠,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
西南林业大学,中国,昆明市,2022,2022,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,学校,量子计算系统,量子计算,候选/待复核企业
西南石油大学,中国,成都,2024,2025,2,9,4.5,量子传感；量子基础概念,其他量子相关/待复核；量子传感器/精密测量,MOT；量子态,0,1,1,0,学校,量子传感器/精密测量,量子传感,候选/待复核企业
西南石油大学,中国,成都市,2023,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,"企业,学校",量子计算系统,量子计算,候选/待复核企业
西南科技大学,中国,绵阳,2024,2024,2,10,5.0,量子传感；量子通信与安全,量子传感器/精密测量；量子通信与安全,磁光阱；量子网络,0,2,0,0,"个人,学校；学校",量子通信与安全,量子通信与安全,较高相关企业
西安交通大学,中国,西安,2024,2025,13,106,8.153846153846153,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,光调制器；原子钟；抗量子攻击；激光器；量子信息；量子安全通信；量子密钥；量子态；量子技术；量子机器学习；量子比特；量子测量；量子电路；量子精密测量；量子网络；量子计算；量子计算机；量子通信；量子门；频率基准,5,5,1,2,"学校；学校,企业,企业",量子通信与安全,量子通信与安全,核心量子企业
西安交通大学,中国,西安市,2021,2023,6,30,5.0,量子传感；量子计算,其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子计量/时间频率/PNT候选,NV色心；光调制器；单光子探测器；激光器；量子技术；量子电路；量子精密测量；金刚石NV色心；频率标准,1,3,1,1,学校,量子传感器/精密测量,量子传感,核心量子企业
西安交通大学医学院第一附属医院,中国,西安,2024,2024,1,26,26.0,量子计算,量子软件/算法/模拟,量子化学；量子态；量子模拟；量子比特；量子计算；量子计算机；量子门,1,0,0,0,机关团体,量子软件/算法/模拟,量子计算,核心量子企业
西安保通防务科技有限公司,中国,西安,2025,2025,1,4,4.0,量子计算,量子软件/算法/模拟,量子并行,0,0,1,0,企业,量子软件/算法/模拟,量子计算,候选/待复核企业
西安安盟智能科技股份有限公司,中国,西安市,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
西安工程大学,中国,西安市,2023,2023,1,12,12.0,量子计算,量子计算系统,单光子探测器；量子态；量子比特,1,0,0,0,学校,量子计算系统,量子计算,较高相关企业
西安建筑科技大学,中国,西安市,2021,2021,1,9,9.0,量子传感,其他量子相关/待复核,量子信息；量子态,1,0,0,0,学校,其他量子相关/待复核,量子传感,较高相关企业
西安微电子技术研究所,中国,西安,2024,2024,1,10,10.0,量子计算,量子计算系统,量子比特；量子电路,1,0,0,0,科研单位,量子计算系统,量子计算,较高相关企业
西安微电子技术研究所,中国,西安市,2022,2022,1,14,14.0,量子计算,量子计算系统,叠加态；量子叠加；量子比特；量子计算；量子计算机,1,0,0,0,"科研单位,学校",量子计算系统,量子计算,较高相关企业
西安热工研究院有限公司,中国,西安,2024,2024,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
西安理工大学,中国,西安市,2022,2022,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,学校,量子传感器/精密测量,量子传感,候选/待复核企业
西安瑞成聚芯智联科技有限公司,中国,西安,2025,2025,1,9,9.0,量子通信与安全,量子通信与安全,量子密钥；量子态,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
西安电子科技大学,中国,西安,2024,2025,9,119,13.222222222222221,量子传感；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子软件/算法/模拟；量子通信与安全,qubit；单光子探测器；叠加态；量子信息；量子密钥；量子密钥分发；量子态；量子模拟；量子模拟器；量子比特；量子纠错；量子线路；量子计算；量子计算机；量子通信；量子门,8,1,0,0,学校,量子计算系统,量子计算,核心量子企业
西安电子科技大学,中国,西安市,2021,2023,25,220,8.8,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟；量子通信与安全,QKD；保真度；单光子探测器；原子钟；叠加态；时间频率比对；激光器；逻辑量子比特；量子保密通信；量子叠加；量子密钥；量子密钥分发；量子态；量子比特；量子纠错；量子线路；量子网络；量子计算；量子计算机；量子通信；频率基准,15,6,1,3,学校,量子通信与安全,量子通信与安全,核心量子企业
西安睿诺航空装备有限公司,中国,西安,2025,2025,1,11,11.0,量子计算,量子计算系统,保真度；量子态；量子门,1,0,0,0,企业,量子计算系统,量子计算,较高相关企业
西安空间无线电技术研究所,中国,西安,2024,2025,17,71,4.176470588235294,量子传感；量子计算硬件,量子计算硬件/量子芯片；量子计量/时间频率/PNT候选,光钟；原子钟；原子钟守时；原子频标；囚禁离子；离子阱；铷原子钟；频率基准；频率标准,2,5,0,10,企业,量子计量/时间频率/PNT候选,量子传感,核心量子企业
西安空间无线电技术研究所,中国,西安市,2021,2023,16,62,3.875,量子传感,量子传感器/精密测量；量子计量/时间频率/PNT候选,NV色心；原子钟；原子频标；量子传感；量子信息；频率基准,1,1,0,14,企业,量子计量/时间频率/PNT候选,量子传感,核心量子企业
西安维国电子科技有限公司,中国,咸阳,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
西安聚能超导线材科技有限公司,中国,西安,2024,2025,6,38,6.333333333333333,量子计算,量子计算系统,稀释制冷机；量子比特；量子计算；量子计算机,2,4,0,0,企业,量子计算系统,量子计算,核心量子企业
西安聚能超导线材科技有限公司,中国,西安市,2023,2023,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
西安航天动力试验技术研究所,中国,西安,2024,2025,2,6,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铷原子钟；频率标准,0,0,0,2,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
西安艾科特声学科技有限公司,中国,西安市,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
西安西电电力系统有限公司,中国,西安,2025,2025,1,24,24.0,量子传感,量子软件/算法/模拟,量子信息；量子态；量子比特；量子纠错；量子门,1,0,0,0,企业,量子软件/算法/模拟,量子传感,核心量子企业
西安邮电大学,中国,西安,2024,2024,2,14,7.0,量子计算,量子计算系统,量子态；量子比特,1,1,0,0,学校,量子计算系统,量子计算,较高相关企业
西安邮电大学,中国,西安市,2021,2022,5,25,5.0,量子计算；量子通信与安全,量子计算系统；量子通信与安全,抗量子攻击；量子计算,0,5,0,0,学校,量子计算系统,量子计算,核心量子企业
西湖大学,中国,杭州,2025,2025,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,学校,量子计算系统,量子计算,候选/待复核企业
西藏大学,中国,拉萨市,2023,2023,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,学校,量子计算系统,量子计算,候选/待复核企业
西藏民族大学,中国,咸阳,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,学校,量子通信与安全,量子通信与安全,候选/待复核企业
西藏民族大学,中国,咸阳市,2022,2022,1,5,5.0,量子通信与安全,量子通信与安全,量子通信,0,1,0,0,学校,量子通信与安全,量子通信与安全,候选/待复核企业
西部超导材料科技股份有限公司,中国,西安市,2022,2022,3,15,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,3,0,0,企业,量子计算系统,量子计算,较高相关企业
西门子交通有限公司,德国,,2025,2025,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
西门子股份公司,德国,,2024,2024,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
诚创智能科技(江苏)有限公司,中国,南京,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
诺基亚技术有限公司,芬兰,,2025,2025,2,12,6.0,量子计算,量子计算系统,量子态；量子计算,1,0,1,0,企业,量子计算系统,量子计算,较高相关企业
谱光仪器股份有限公司,中国,台湾省,2021,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
谷歌有限责任公司,美国,,2024,2025,36,314,8.722222222222221,量子传感；量子计算；量子计算硬件,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子软件/算法/模拟,保真度；超导量子比特；量子仿真；量子信息；量子化学；量子态；量子模拟；量子比特；量子测量；量子电路；量子算法；量子纠错；量子计算；量子计算机；量子误差校正；量子门,19,17,0,0,企业,量子计算系统,量子计算,核心量子企业
豪符密码检测技术(成都)有限责任公司,中国,成都市,2023,2023,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
贵州交通职业技术学院,中国,贵阳,2025,2025,1,9,9.0,量子传感,量子传感器/精密测量,叠加态；量子叠加；量子测量,1,0,0,0,学校,量子传感器/精密测量,量子传感,较高相关企业
贵州大学,中国,贵阳,2025,2025,2,14,7.0,量子计算；量子通信与安全,量子软件/算法/模拟；量子通信与安全,量子电路；量子算法；量子网络,1,0,1,0,学校,量子通信与安全,量子通信与安全,较高相关企业
贵州大学,中国,贵阳市,2023,2023,2,10,5.0,量子通信与安全,量子通信与安全,抗量子攻击,0,2,0,0,学校,量子通信与安全,量子通信与安全,较高相关企业
贵州射电天文台,中国,贵阳市,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；铯原子钟；频率基准,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
贵州民族大学,中国,贵阳,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,学校,其他量子相关/待复核,量子基础概念,候选/待复核企业
贵州电网有限责任公司,中国,贵阳,2025,2025,3,25,8.333333333333334,量子计算；量子通信与安全,量子计算系统；量子通信与安全,量子密钥；量子比特；量子电路；量子通信；量子门,2,1,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
贵州电网有限责任公司,中国,贵阳市,2023,2023,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
贵州电网有限责任公司信息中心,中国,贵阳,2024,2024,1,15,15.0,量子计算,量子软件/算法/模拟,qubits；量子并行；量子机器学习；量子比特；量子计算；量子计算机,1,0,0,0,企业,量子软件/算法/模拟,量子计算,较高相关企业
贵州省人民医院,中国,贵阳市,2022,2022,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,机关团体,其他量子相关/待复核,量子基础概念,候选/待复核企业
贵州省计量测试院,中国,贵阳市,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子时标,0,0,0,1,科研单位,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
贵州财经大学,中国,贵阳,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,"企业,学校",量子通信与安全,量子通信与安全,候选/待复核企业
贵阳中车浦镇城市轨道交通装备服务有限公司,中国,贵阳,2025,2025,1,14,14.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子态；量子测量,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
赣州富尔特电子股份有限公司,中国,赣州,2025,2025,1,10,10.0,量子计算,量子计算系统,量子比特；量子计算；量子计算平台,1,0,0,0,企业,量子计算系统,量子计算,较高相关企业
赵义博,中国,北京,2024,2025,4,35,8.75,量子通信与安全,量子通信与安全,单光子探测器；激光器；量子密钥；量子密钥分发,4,0,0,0,"个人；个人,个人,个人",量子通信与安全,量子通信与安全,核心量子企业
赵义博,中国,杭州,2024,2024,3,27,9.0,量子通信与安全,量子通信与安全,单光子探测器；激光器；量子密钥；量子密钥分发,3,0,0,0,个人,量子通信与安全,量子通信与安全,核心量子企业
赵仕嘉,中国,广州市,2021,2021,1,10,10.0,量子通信与安全,量子通信与安全,量子密钥；量子通信,1,0,0,0,个人,量子通信与安全,量子通信与安全,较高相关企业
软极网络技术(北京)有限公司,中国,北京,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,抗量子密码,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
辽宁东宇石油制管有限公司,中国,盘锦,2025,2025,1,12,12.0,量子传感,量子传感器/精密测量,量子传感；量子传感器；量子算法；量子计算,1,0,0,0,企业,量子传感器/精密测量,量子传感,较高相关企业
辽宁大学,中国,沈阳市,2021,2021,1,5,5.0,量子传感,其他量子相关/待复核,量子信息,0,1,0,0,学校,其他量子相关/待复核,量子传感,候选/待复核企业
辽宁工业大学,中国,锦州,2024,2024,1,5,5.0,量子计算,量子计算系统,逻辑量子比特；量子比特,0,1,0,0,学校,量子计算系统,量子计算,候选/待复核企业
辽宁高比科技有限公司,中国,沈阳,2024,2024,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
远光软件股份有限公司,中国,珠海市,2021,2021,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率基准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
连云港问鼎环保科技有限公司,中国,连云港市,2022,2022,1,10,10.0,量子传感,量子传感器/精密测量,量子比特；量子测量,1,0,0,0,企业,量子传感器/精密测量,量子传感,较高相关企业
通用电气公司,美国,,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
通用电气技术有限公司,瑞士,,2024,2024,1,9,9.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发；量子态,1,0,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
那一麟,中国,广州,2024,2024,1,10,10.0,量子计算硬件,量子计算硬件/量子芯片,冷原子量子；量子计算,1,0,0,0,个人,量子计算硬件/量子芯片,量子计算硬件,较高相关企业
邯郸钢铁集团有限责任公司,中国,邯郸,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,"企业,企业",量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
邵阳学院,中国,邵阳,2024,2025,4,32,8.0,量子基础概念；量子通信与安全,其他量子相关/待复核；量子通信与安全,量子信息；量子密钥；量子密钥分发；量子态；量子纠缠；量子通信,2,1,1,0,学校,量子通信与安全,量子通信与安全,核心量子企业
郑州信大先进技术研究院,中国,郑州,2024,2025,2,17,8.5,量子计算,量子软件/算法/模拟,量子态；量子比特；量子算法,1,0,1,0,科研单位,量子软件/算法/模拟,量子计算,较高相关企业
郑州师范学院,中国,郑州,2024,2024,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,"企业,学校",量子计算系统,量子计算,候选/待复核企业
郑州师范学院,中国,郑州市,2023,2023,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,学校,量子通信与安全,量子通信与安全,候选/待复核企业
郑州轻大产业技术研究院有限公司,中国,郑州市,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟；原子钟频率；原子频标；铷原子钟,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
郑州轻工业大学,中国,郑州,2024,2024,2,8,4.0,量子传感；量子通信与安全,量子计量/时间频率/PNT候选；量子通信与安全,量子密钥；量子密钥分发；频率基准,0,1,0,1,学校,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
郑州轻工业大学,中国,郑州市,2022,2022,1,5,5.0,量子传感,其他量子相关/待复核,量子信息,0,1,0,0,学校,其他量子相关/待复核,量子传感,候选/待复核企业
郑州轻工业学院,中国,郑州市,2022,2022,1,5,5.0,量子传感,其他量子相关/待复核,量子信息,0,1,0,0,学校,其他量子相关/待复核,量子传感,候选/待复核企业
重庆大学,中国,重庆,2024,2025,4,22,5.5,量子传感；量子通信与安全,量子传感器/精密测量；量子计量/时间频率/PNT候选；量子通信与安全,MOT；laser；单光子探测器；量子密钥；量子密钥分发；量子通信；频率标准,0,3,0,1,学校,量子通信与安全,量子传感,核心量子企业
重庆工程职业技术学院,中国,重庆市,2021,2023,3,13,4.333333333333333,量子基础概念；量子计算,其他量子相关/待复核；量子计算系统,量子相干；量子芯片,0,1,2,0,学校,其他量子相关/待复核,量子基础概念,较高相关企业
重庆市了赢科技有限公司,中国,重庆,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
重庆市计量质量检测研究院,中国,重庆,2024,2024,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,原子钟,0,0,0,1,科研单位,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
重庆师范大学,中国,重庆,2025,2025,1,9,9.0,量子计算,量子计算系统,量子态；量子门,1,0,0,0,学校,量子计算系统,量子计算,较高相关企业
重庆师范大学,中国,重庆市,2022,2022,1,5,5.0,量子计算,量子计算系统,量子比特,0,1,0,0,学校,量子计算系统,量子计算,候选/待复核企业
重庆理工大学,中国,重庆,2025,2025,2,15,7.5,量子传感；量子通信与安全,量子传感器/精密测量；量子通信与安全,MOT；QKD；量子密钥；量子密钥分发；量子通信,1,1,0,0,学校,量子传感器/精密测量,量子传感,较高相关企业
重庆理工大学,中国,重庆市,2023,2023,3,22,7.333333333333333,量子基础概念；量子计算,其他量子相关/待复核；量子计算系统,叠加态；量子态；量子比特,2,0,1,0,学校,量子计算系统,量子计算,核心量子企业
重庆翰海睿智大数据科技股份有限公司,中国,重庆,2025,2025,1,9,9.0,量子传感,量子传感器/精密测量,叠加态；量子叠加；量子态；量子测量,1,0,0,0,"企业,科研单位",量子传感器/精密测量,量子传感,较高相关企业
重庆连芯智能科技研究院有限公司,中国,重庆,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,QKD,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
重庆邮电大学,中国,重庆,2024,2025,15,172,11.466666666666667,量子传感；量子基础概念；量子计算；量子通信与安全,上游材料与核心部件；其他量子相关/待复核；量子传感器/精密测量；量子计算系统；量子软件/算法/模拟；量子通信与安全,激光器；量子密钥；量子态；量子机器学习；量子模拟；量子模拟器；量子比特；量子测量；量子电路；量子纠缠；量子线路；量子计算；量子计算机；量子通信,11,3,1,0,学校,量子计算系统,量子计算,核心量子企业
重庆邮电大学,中国,重庆市,2021,2023,16,181,11.3125,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子计量/时间频率/PNT候选；量子通信与安全,QKD；qubits；单光子探测器；原子钟；叠加态；抗量子攻击；激光器；量子信息；量子密钥；量子密钥分发；量子态；量子机器学习；量子比特；量子测量；量子纠缠；量子线路；量子计算；量子通信；量子门,10,3,2,1,"企业,学校；学校",量子通信与安全,量子通信与安全,核心量子企业
重庆长安新能源汽车科技有限公司,中国,重庆市,2021,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
量子技术有限公司,德国,,2024,2024,2,24,12.0,量子传感；量子计算,量子传感器/精密测量；量子计算系统,NV色心；量子态；量子技术；量子比特；量子计算；量子计算机,2,0,0,0,企业,量子计算系统,量子计算,核心量子企业
量子机械公司,以色列,,2024,2024,1,9,9.0,量子计算,量子软件/算法/模拟,量子处理器；量子算法,1,0,0,0,企业,量子软件/算法/模拟,量子计算,较高相关企业
量子比特移动与存储有限责任公司,美国,,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子纠缠,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
量子科技长三角产业创新中心,中国,苏州,2024,2025,33,333,10.090909090909092,量子传感；量子计算；量子计算硬件,其他量子相关/待复核；量子传感器/精密测量；量子计算硬件/量子芯片；量子计算系统；量子计量/时间频率/PNT候选；量子软件/算法/模拟,保真度；原子钟；叠加态；稀释制冷机；超导量子芯片；量子传感；量子传感器；量子信息；量子信息技术；量子叠加；量子处理器；量子态；量子技术；量子机器学习；量子比特；量子算法；量子线路；量子芯片；量子计算；量子计算机；量子门；量子门保真度；门保真度,20,13,0,0,科研单位,量子计算系统,量子计算,核心量子企业
量子科技长三角产业创新中心,中国,苏州市,2023,2024,11,90,8.181818181818182,量子传感；量子计算；量子计算硬件,其他量子相关/待复核；量子计算硬件/量子芯片；量子计算系统,超导量子电路；超导量子芯片；量子信息；量子信息技术；量子技术；量子比特；量子电路；量子芯片；量子计算；量子计算机,5,6,0,0,科研单位,量子计算系统,量子计算,核心量子企业
量子运动科技有限公司,英国,,2024,2025,3,11,3.6666666666666665,量子传感,其他量子相关/待复核,量子信息,0,1,2,0,企业,其他量子相关/待复核,量子传感,较高相关企业
金华新天齿轮有限公司,中国,金华,2024,2024,1,5,5.0,量子计算,量子计算系统,量子计算；量子计算机,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
金华职业技术大学,中国,金华,2025,2025,1,6,6.0,量子计算硬件,量子计算硬件/量子芯片,囚禁离子；激光器,0,1,0,0,学校,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
金华职业技术学院,中国,金华,2024,2024,4,22,5.5,量子计算硬件,量子计算硬件/量子芯片,囚禁离子；激光器；离子阱,0,4,0,0,学校,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
金华职业技术学院,中国,金华市,2023,2023,7,42,6.0,量子计算硬件,量子计算硬件/量子芯片,囚禁离子；激光器；离子阱,0,7,0,0,学校,量子计算硬件/量子芯片,量子计算硬件,核心量子企业
金数信息科技(苏州)有限公司,中国,苏州,2024,2024,2,18,9.0,量子基础概念；量子计算,其他量子相关/待复核；量子软件/算法/模拟,叠加态；量子叠加；量子态；量子比特；量子算法；量子计算；量子计算机,1,0,1,0,企业,量子软件/算法/模拟,量子计算,较高相关企业
金陵科技学院,中国,南京,2025,2025,1,6,6.0,量子计算,量子计算系统,量子优化；量子处理器,0,1,0,0,学校,量子计算系统,量子计算,候选/待复核企业
金龙联合汽车工业(苏州)有限公司,中国,苏州市,2022,2022,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,企业,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
银川产业技术研究院,中国,银川,2024,2024,2,10,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,2,0,0,科研单位,量子通信与安全,量子通信与安全,较高相关企业
银联商务股份有限公司,中国,上海市,2021,2021,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
镇江乾坤传媒科技有限公司,中国,镇江市,2021,2021,1,5,5.0,量子传感,量子传感器/精密测量,MOT,0,1,0,0,企业,量子传感器/精密测量,量子传感,候选/待复核企业
长安大学,中国,西安市,2022,2022,1,5,5.0,量子计算,量子计算系统,量子门,0,1,0,0,学校,量子计算系统,量子计算,候选/待复核企业
长春光华学院,中国,长春,2024,2024,1,4,4.0,量子基础概念,其他量子相关/待复核,量子态,0,0,1,0,学校,其他量子相关/待复核,量子基础概念,候选/待复核企业
长春吉大正元信息技术股份有限公司,中国,长春,2024,2024,1,5,5.0,量子通信与安全,量子通信与安全,量子密钥；量子密钥分发,0,1,0,0,企业,量子通信与安全,量子通信与安全,候选/待复核企业
长春吉大正元信息技术股份有限公司,中国,长春市,2023,2023,2,10,5.0,量子计算,量子计算系统,量子计算,0,2,0,0,企业,量子计算系统,量子计算,较高相关企业
长春大学,中国,长春,2025,2025,1,5,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,1,0,0,学校,量子通信与安全,量子通信与安全,候选/待复核企业
长春大学,中国,长春市,2021,2023,7,51,7.285714285714286,量子通信与安全,量子通信与安全,QKD；光调制器；激光器；量子保密通信；量子密钥；量子密钥分发,3,4,0,0,学校,量子通信与安全,量子通信与安全,核心量子企业
长春汽车工业高等专科学校,中国,长春,2024,2024,1,19,19.0,量子传感,量子传感器/精密测量,量子态；量子比特；量子测量；量子纠缠；量子计算；量子计算机,1,0,0,0,学校,量子传感器/精密测量,量子传感,较高相关企业
长春海关技术中心,中国,长春,2025,2025,1,3,3.0,量子传感,量子计量/时间频率/PNT候选,频率标准,0,0,0,1,机关团体,量子计量/时间频率/PNT候选,量子传感,候选/待复核企业
长春理工大学,中国,长春,2025,2025,2,29,14.5,量子通信与安全,量子通信与安全,抗量子攻击；量子态；量子比特；量子计算；量子门,1,1,0,0,学校,量子通信与安全,量子通信与安全,核心量子企业
长春理工大学,中国,长春市,2021,2023,12,100,8.333333333333334,量子传感；量子基础概念；量子计算；量子通信与安全,其他量子相关/待复核；量子计算系统；量子通信与安全,光调制器；激光器；量子信息；量子密钥；量子密钥分配；量子态；量子比特；量子线路；量子计算,4,7,1,0,学校,量子通信与安全,量子通信与安全,核心量子企业
长春金阳高科技有限责任公司,中国,长春,2025,2025,1,5,5.0,量子计算,量子计算系统,量子计算,0,1,0,0,企业,量子计算系统,量子计算,候选/待复核企业
长春黄金设计院有限公司,中国,长春,2025,2025,1,4,4.0,量子基础概念,其他量子相关/待复核,量子纠缠,0,0,1,0,企业,其他量子相关/待复核,量子基础概念,候选/待复核企业
长江存储科技有限责任公司,中国,武汉市,2021,2021,1,5,5.0,量子计算硬件,量子计算硬件/量子芯片,离子阱,0,1,0,0,企业,量子计算硬件/量子芯片,量子计算硬件,候选/待复核企业
长江量子(武汉)科技有限公司,中国,武汉,2024,2025,3,15,5.0,量子通信与安全,量子通信与安全,QKD；量子密钥；量子密钥分发,0,3,0,0,企业,量子通信与安全,量子通信与安全,较高相关企业
长江量子(武汉)科技有限公司,中国,武汉市,2022,2023,4,20,5.0,量子通信与安全,量子通信与安全,量子密钥,0,4,0,0,企业,量子通信与安全,量子通信与安全,核心量子企业
